GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
BetAndRuinCI,org.objenesis.tck.candidates,DefaultPublicConstructor,3,0,0,0,2,0,1,0,1,0
BetAndRuinCI,org.objenesis.tck.candidates,SerializableDefaultPackageConstructor,3,0,0,0,2,0,1,0,1,0
BetAndRuinCI,org.objenesis.tck.candidates,ConstructorThrowingException,7,0,0,0,2,0,1,0,1,0
BetAndRuinCI,org.objenesis.tck.candidates,SerializableWithAncestorThrowingException,3,0,0,0,2,0,1,0,1,0
BetAndRuinCI,org.objenesis.tck.candidates,SerializableConstructorWithArguments,20,0,0,0,5,0,2,0,2,0
BetAndRuinCI,org.objenesis.tck.candidates,SerializableConstructorWithMandatoryArguments,10,0,2,0,4,0,2,0,1,0
BetAndRuinCI,org.objenesis.tck.candidates,SerializableConstructorThrowingException,7,0,0,0,2,0,1,0,1,0
BetAndRuinCI,org.objenesis.tck.candidates,SerializableDefaultProtectedConstructor,3,0,0,0,2,0,1,0,1,0
BetAndRuinCI,org.objenesis.tck.candidates,ConstructorWithArguments,20,0,0,0,5,0,2,0,2,0
BetAndRuinCI,org.objenesis.tck.candidates,SerializableReplacer,7,0,0,0,2,0,2,0,2,0
BetAndRuinCI,org.objenesis.tck.candidates,NoConstructor,3,0,0,0,1,0,1,0,1,0
BetAndRuinCI,org.objenesis.tck.candidates,SerializableResolver,7,0,0,0,2,0,2,0,2,0
BetAndRuinCI,org.objenesis.tck.candidates,DefaultProtectedConstructor,3,0,0,0,2,0,1,0,1,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.WithMethodAttributeAppenderFactory,71,0,10,0,6,0,10,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},42,0,2,0,7,0,5,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},39,0,2,0,6,0,4,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},40,0,2,0,6,0,4,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},65,0,4,0,9,0,5,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default.new ConstructorStrategy.Default() {...},10,0,0,0,3,0,3,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget,126,0,18,0,15,0,16,0,7,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder,198,0,14,0,20,0,15,0,8,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget.OriginTypeResolver.new SubclassImplementationTarget.OriginTypeResolver() {...},9,0,0,0,2,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget.OriginTypeResolver.new SubclassImplementationTarget.OriginTypeResolver() {...},8,0,0,0,2,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget.Factory,44,0,0,0,7,0,3,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,SubclassImplementationTarget.OriginTypeResolver,24,0,0,0,3,0,1,0,1,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.ForDefaultConstructor,196,0,20,0,26,0,18,0,8,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,SubclassDynamicTypeBuilder.InstrumentableMatcher,58,0,8,0,7,0,8,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.subclass,ConstructorStrategy.Default,121,0,2,0,22,0,7,0,6,0
BetAndRuinCI,org.objenesis.instantiator.perc,PercInstantiator,59,0,0,0,12,0,2,0,2,0
BetAndRuinCI,org.objenesis.instantiator.perc,PercSerializationInstantiator,119,0,2,0,20,0,3,0,2,0
BetAndRuinCI,com.toedter.calendar,MinMaxDateEvaluator,49,0,2,0,0,0,14,0,13,0
BetAndRuinCI,com.toedter.calendar,JMonthChooser,378,0,48,0,0,0,43,0,19,0
BetAndRuinCI,com.toedter.calendar,JYearChooserBeanInfo,5,0,0,0,0,0,1,0,1,0
BetAndRuinCI,com.toedter.calendar,JDateChooserCellEditor,27,0,2,0,0,0,4,0,3,0
BetAndRuinCI,com.toedter.calendar,DateUtil,179,0,14,0,0,0,14,0,7,0
BetAndRuinCI,com.toedter.calendar,JDayChooserBeanInfo,5,0,0,0,0,0,1,0,1,0
BetAndRuinCI,com.toedter.calendar,JCalendarBeanInfo,5,0,0,0,0,0,1,0,1,0
BetAndRuinCI,com.toedter.calendar,JDateChooser,504,0,32,0,0,0,48,0,32,0
BetAndRuinCI,com.toedter.calendar,JDayChooser.DecoratorButton,66,0,6,0,0,0,7,0,4,0
BetAndRuinCI,com.toedter.calendar,JSpinnerDateEditor,249,0,16,0,0,0,25,0,17,0
BetAndRuinCI,com.toedter.calendar,JDateChooserBeanInfo,5,0,0,0,0,0,1,0,1,0
BetAndRuinCI,com.toedter.calendar,JCalendar.new ActionListener() {...},14,0,0,0,0,0,2,0,2,0
BetAndRuinCI,com.toedter.calendar,JCalendar.new ActionListener() {...},13,0,0,0,0,0,2,0,2,0
BetAndRuinCI,com.toedter.calendar,JDayChooser.new JButton() {...},34,0,4,0,0,0,4,0,2,0
BetAndRuinCI,com.toedter.calendar,JDayChooser,1486,0,134,0,0,0,118,0,51,0
BetAndRuinCI,com.toedter.calendar,JDateChooser.new JButton() {...},9,0,0,0,0,0,2,0,2,0
BetAndRuinCI,com.toedter.calendar,JDateChooser.new JPopupMenu() {...},30,0,12,0,0,0,8,0,2,0
BetAndRuinCI,com.toedter.calendar,JDateChooser.new ChangeListener() {...},66,0,8,0,0,0,6,0,2,0
BetAndRuinCI,com.toedter.calendar,JCalendar,875,0,64,0,0,0,86,0,54,0
BetAndRuinCI,com.toedter.calendar,JYearChooser,102,0,2,0,0,0,11,0,10,0
BetAndRuinCI,com.toedter.calendar,JMonthChooser.new JSpinner() {...},24,0,0,0,0,0,2,0,2,0
BetAndRuinCI,com.toedter.calendar,JMonthChooserBeanInfo,5,0,0,0,0,0,1,0,1,0
BetAndRuinCI,com.toedter.calendar,JTextFieldDateEditor,507,0,40,0,0,0,46,0,26,0
BetAndRuinCI,net.bytebuddy.jar.asm.signature,SignatureWriter,240,0,16,0,67,0,28,0,20,0
BetAndRuinCI,net.bytebuddy.jar.asm.signature,SignatureReader,280,0,44,0,76,0,28,0,4,0
BetAndRuinCI,net.bytebuddy.jar.asm.signature,SignatureVisitor,55,0,8,0,21,0,21,0,17,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.AbstractBase,58,0,4,0,11,0,4,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.UsingUnsafeOverride,543,0,6,0,75,0,11,0,8,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingLookup,187,0,20,0,24,0,20,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassLoadingStrategy.Default.InjectionDispatcher,139,0,20,0,13,0,19,0,9,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PackageLookupStrategy.ForLegacyVm,18,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingUnsafe,220,0,32,0,27,0,28,0,12,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.UsingUnsafeOverride.ForJava7CapableVm,71,0,8,0,8,0,8,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingInstrumentation.Dispatcher.ForJava6CapableVm,117,0,10,0,19,0,11,0,6,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.Initializable.Unavailable,93,0,8,0,12,0,14,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PersistenceHandler.UrlDefinitionAction.ByteArrayUrlStreamHandler,51,0,8,0,4,0,8,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PersistenceHandler,37,0,0,0,7,0,3,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PackageLookupStrategy.ForJava9CapableVm,84,0,8,0,8,0,8,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingInstrumentation.Dispatcher.CreationAction,39,0,0,0,6,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,MultipleParentClassLoader,146,0,12,0,32,0,13,0,7,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassLoadingStrategy.ForUnsafeInjection,70,0,16,0,6,0,13,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection,298,0,38,0,46,0,29,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.SingletonEnumeration,28,0,4,0,8,0,5,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.Dispatcher.ForLegacyVm,41,0,6,0,9,0,8,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.Direct,424,0,18,0,53,0,19,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,MultipleParentClassLoader.CompoundEnumeration,43,0,8,0,12,0,7,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.EmptyEnumeration,20,0,0,0,4,0,3,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.Strategy.ClassRedefinitionTransformer,42,0,6,0,12,0,6,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingLookup.Dispatcher.Creator,57,0,0,0,9,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.Unavailable,89,0,8,0,10,0,12,0,8,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.ManifestReading.SealBaseLocator.NonSealing,16,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassLoadingStrategy,5,0,0,0,2,0,1,0,1,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher,3,0,0,0,1,0,1,0,1,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.Definition.Trivial,36,0,0,0,13,0,10,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.Strategy,39,0,0,0,8,0,3,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingInstrumentation,255,0,22,0,31,0,19,0,8,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.ChildFirst.PrependingEnumeration,42,0,8,0,9,0,7,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.SynchronizationStrategy.CreationAction,132,0,4,0,14,0,4,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.Definition.Simple,263,0,66,0,40,0,45,0,12,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.Trivial,16,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,InjectionClassLoader,31,0,2,0,8,0,5,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.SynchronizationStrategy.ForLegacyVm,18,0,0,0,4,0,3,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingInstrumentation.Target,37,0,0,0,7,0,3,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingLookup.Dispatcher.ForJava9CapableVm,205,0,14,0,28,0,16,0,9,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.Direct.ForLegacyVm,9,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,NoOpClassFileTransformer,18,0,0,0,4,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.ManifestReading.SealBaseLocator.ForFixedValue,36,0,6,0,11,0,7,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.ManifestReading,218,0,22,0,33,0,17,0,6,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector,6,0,0,0,1,0,1,0,1,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingUnsafe.Dispatcher.Unavailable,69,0,8,0,6,0,10,0,6,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingInstrumentation.Dispatcher.ForLegacyVm,26,0,0,0,5,0,4,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,MultipleParentClassLoader.Builder,356,0,48,0,62,0,41,0,17,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.Dispatcher.ForJava6CapableVm,136,0,2,0,33,0,6,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingLookup.Dispatcher.ForLegacyVm,36,0,0,0,7,0,6,0,6,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.SynchronizationStrategy.ForJava8CapableVm,141,0,12,0,11,0,11,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy,438,0,34,0,71,0,30,0,13,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingUnsafe.Dispatcher.CreationAction,246,0,2,0,38,0,3,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.BootstrapInjection.Enabled,47,0,8,0,4,0,8,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PersistenceHandler.UrlDefinitionAction.ByteArrayUrlStreamHandler.ByteArrayUrlConnection,16,0,0,0,7,0,3,0,3,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingUnsafe.Factory,270,0,18,0,59,0,19,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.Definition.Undefined,56,0,0,0,11,0,10,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PersistenceHandler.UrlDefinitionAction,100,0,10,0,10,0,9,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PackageLookupStrategy.CreationAction,34,0,2,0,7,0,3,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.Strategy.ClassResettingTransformer,16,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.CreationAction,39,0,4,0,11,0,4,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.BootstrapInjection.Disabled,19,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.SynchronizationStrategy.ForJava7CapableVm,97,0,8,0,12,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.Strategy.new ClassReloadingStrategy.Strategy() {...},68,0,4,0,12,0,6,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.Strategy.new ClassReloadingStrategy.Strategy() {...},104,0,6,0,20,0,7,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.ClassDefinitionAction,163,0,20,0,22,0,14,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassLoadingStrategy.Default,109,0,0,0,14,0,7,0,7,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassLoadingStrategy.ForBootstrapInjection,77,0,12,0,7,0,10,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingInstrumentation.Target.new ClassInjector.UsingInstrumentation.Target() {...},12,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingInstrumentation.Target.new ClassInjector.UsingInstrumentation.Target() {...},12,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingUnsafe.Dispatcher.Enabled,129,0,12,0,19,0,12,0,6,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.NoOp,16,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PersistenceHandler.new ByteArrayClassLoader.PersistenceHandler() {...},19,0,0,0,5,0,4,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.PersistenceHandler.new ByteArrayClassLoader.PersistenceHandler() {...},56,0,6,0,12,0,7,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader,395,0,22,0,73,0,28,0,17,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassLoadingStrategy.UsingLookup,52,0,8,0,5,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,PackageDefinitionStrategy.ManifestReading.SealBaseLocator.ForTypeResourceUrl,139,0,18,0,20,0,14,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassLoadingStrategy.Default.WrappingDispatcher,241,0,28,0,17,0,23,0,9,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.UsingUnsafeInjection,929,0,24,0,101,0,23,0,11,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,InjectionClassLoader.Strategy,110,0,6,0,18,0,5,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.Direct.ForJava7CapableVm,78,0,10,0,8,0,9,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingReflection.Dispatcher.UsingUnsafeOverride.ForLegacyVm,9,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassInjector.UsingUnsafe.Factory.AccessResolver.Default,18,0,0,0,4,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ByteArrayClassLoader.ChildFirst,297,0,28,0,58,0,28,0,14,0
BetAndRuinCI,net.bytebuddy.dynamic.loading,ClassReloadingStrategy.Dispatcher.CreationAction,57,0,0,0,8,0,2,0,2,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,MethodConstant.CachedMethod,52,0,6,0,15,0,9,0,6,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,FloatConstant,79,0,6,0,18,0,8,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,MethodConstant.ForMethod,67,0,2,0,11,0,6,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,DoubleConstant.ConstantPool,55,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,DefaultValue,119,0,10,0,23,0,10,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,ClassConstant,184,0,18,0,36,0,14,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,IntegerConstant.ConstantPool,48,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,IntegerConstant.TwoBytePush,48,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,NullConstant,32,0,0,0,8,0,4,0,4,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,MethodConstant.CanCacheIllegal,23,0,0,0,5,0,4,0,4,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,SerializedConstant,191,0,10,0,23,0,11,0,6,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,FloatConstant.ConstantPool,50,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,ClassConstant.ForReferenceType,75,0,12,0,9,0,11,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,LongConstant.ConstantPool,54,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,LongConstant,62,0,4,0,15,0,7,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,FieldConstant.Cached,49,0,6,0,14,0,8,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,FieldConstant,88,0,6,0,19,0,9,0,6,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,IntegerConstant,151,0,18,0,29,0,18,0,6,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,MethodConstant.ForConstructor,54,0,2,0,11,0,6,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,TextConstant,50,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,IntegerConstant.SingleBytePush,48,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,MethodConstant.CachedConstructor,52,0,6,0,15,0,9,0,6,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,MethodConstant,144,0,16,0,34,0,17,0,9,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,DoubleConstant,62,0,4,0,15,0,7,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,JavaConstantValue,51,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.implementation.bytecode.constant,MethodConstant.PrivilegedLookup,152,0,10,0,28,0,12,0,7,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,InliningImplementationMatcher,128,0,14,0,17,0,12,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,RebaseImplementationTarget.RebasedMethodInvocation,101,0,8,0,24,0,10,0,6,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodRebaseResolver.Resolution.Preserved,59,0,8,0,6,0,10,0,6,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,RebaseImplementationTarget,115,0,16,0,14,0,16,0,8,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodRebaseResolver.Resolution.ForRebasedConstructor.RebasedConstructor,47,0,0,0,13,0,10,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder,206,0,12,0,17,0,12,0,6,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodRebaseResolver.Disabled,23,0,0,0,5,0,4,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,DecoratingDynamicTypeBuilder,795,0,36,0,53,0,49,0,31,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,RebaseImplementationTarget.Factory,48,0,8,0,4,0,8,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,RedefinitionDynamicTypeBuilder,131,0,2,0,12,0,5,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,RebaseDynamicTypeBuilder.RebaseableMatcher,57,0,8,0,5,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodNameTransformer.Suffixing,66,0,8,0,5,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,AbstractInliningDynamicTypeBuilder,89,0,12,0,5,0,10,0,4,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodRebaseResolver.Resolution.ForRebasedConstructor,85,0,10,0,8,0,12,0,7,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodRebaseResolver.Resolution.ForRebasedMethod.RebasedMethod,78,0,6,0,17,0,13,0,10,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodRebaseResolver.Resolution.ForRebasedMethod,60,0,8,0,7,0,11,0,7,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodNameTransformer.Prefixing,56,0,8,0,6,0,9,0,5,0
BetAndRuinCI,net.bytebuddy.dynamic.scaffold.inline,MethodRebaseResolver.Default,174,0,24,0,26,0,19,0,7,0
BetAndRuinCI,org.objenesis.instantiator.android,Android17Instantiator,93,0,0,0,18,0,4,0,4,0
BetAndRuinCI,org.objenesis.instantiator.android,Android10Instantiator,59,0,0,0,12,0,3,0,3,0
BetAndRuinCI,org.objenesis.instantiator.android,Android18Instantiator,93,0,0,0,18,0,4,0,4,0
BetAndRuinCI,org.objenesis.instantiator.android,AndroidSerializationInstantiator,88,0,0,0,20,0,3,0,3,0
BetAndRuinCI,net.bytebuddy,ByteBuddy,1234,0,52,0,92,0,73,0,47,0
BetAndRuinCI,net.bytebuddy,NamingStrategy.SuffixingRandom.BaseNameResolver.ForGivenType,45,0,8,0,4,0,8,0,4,0
BetAndRuinCI,net.bytebuddy,NamingStrategy.SuffixingRandom.BaseNameResolver.ForUnnamedType,17,0,0,0,3,0,2,0,2,0
BetAndRuinCI,net.bytebuddy,TypeCache.Sort.new TypeCache.Sort() {...},11,0,0,0,2,0,2,0,2,0
BetAndRuinCI,net.bytebuddy,TypeCache.Sort.new TypeCache.Sort() {...},11,0,0,0,2,0,2,0,2,0
BetAndRuinCI,net.bytebuddy,ClassFileVersion.VersionLocator.ForJava9CapableVm,94,0,10,0,10,0,10,0,5,0
BetAndRuinCI,net.bytebuddy,ClassFileVersion,509,0,99,0,100,0,80,0,24,0
BetAndRuinCI,net.bytebuddy,NamingStrategy.SuffixingRandom,143,0,16,0,16,0,15,0,7,0
BetAndRuinCI,net.bytebuddy,NamingStrategy.PrefixingRandom,65,0,8,0,5,0,8,0,4,0
BetAndRuinCI,net.bytebuddy,NamingStrategy.AbstractBase,14,0,0,0,4,0,4,0,4,0
BetAndRuinCI,net.bytebuddy,ClassFileVersion.VersionLocator.CreationAction,32,0,0,0,6,0,2,0,2,0
BetAndRuinCI,net.bytebuddy,TypeCache,180,0,22,0,46,0,19,0,8,0
BetAndRuinCI,net.bytebuddy,TypeCache.LookupKey,53,0,12,0,13,0,9,0,3,0
BetAndRuinCI,net.bytebuddy,TypeCache.SimpleKey,67,0,8,0,17,0,9,0,5,0
BetAndRuinCI,net.bytebuddy,ByteBuddy.EnumerationImplementation,86,0,10,0,12,0,10,0,5,0
BetAndRuinCI,net.bytebuddy,TypeCache.Sort,24,0,0,0,3,0,1,0,1,0
BetAndRuinCI,net.bytebuddy,ClassFileVersion.VersionExtractor,11,0,0,0,5,0,3,0,3,0
BetAndRuinCI,net.bytebuddy,ByteBuddy.EnumerationImplementation.InitializationAppender,210,0,12,0,27,0,10,0,4,0
BetAndRuinCI,net.bytebuddy,NamingStrategy.SuffixingRandom.BaseNameResolver.ForFixedValue,44,0,8,0,4,0,8,0,4,0
BetAndRuinCI,net.bytebuddy,TypeCache.WithInlineExpunction,44,0,0,0,10,0,5,0,5,0
